,seq_id,seq,entity_nodes_for_logkeys,action_nodes_for_logkeys,status_nodes_for_logkeys
15,91586,"['9', '2', '10', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748]","[none_526,none_1082,normal_525,none_1082]"
16,80367,"['10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748]","[normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082]"
17,74135,"['10', '2', '9', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[ReturningTo_290,Receiving_748,Initialize_291,Receiving_748]","[normal_525,none_1082,none_526,none_1082]"
18,79330,"['10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748]","[normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082]"
19,59528,"['9', '2', '10', '2', '9', '2', '10', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748]","[none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082]"
20,77023,"['10', '2', '9', '2', '10', '2', '9', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748]","[normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082]"
21,56801,"['9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748]","[none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082]"
22,23340,"['9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748]","[none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082]"
23,81511,"['9', '2', '10', '2', '9', '2', '10', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748]","[none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082]"
24,98347,"['14', '14', '14', '14', '12', '12', '12', '12', '13', '13', '13', '13', '26', '14', '12', '13', '17', '19', '17', '25', '14', '14', '14', '14', '12', '12', '12', '12', '13', '13', '13', '13', '26', '14', '12', '13', '17', '19', '17', '25', '14', '14', '14', '12', '12', '12', '13', '13', '13', '26', '14', '14', '12', '12', '13', '13', '17', '19', '17', '25', '14', '14', '14', '14', '12', '12', '12', '12', '13', '13', '13', '13', '26', '14', '12', '13', '17', '19', '17', '25', '14', '14', '14', '14', '12', '12', '12', '12', '13', '13', '13', '13', '26', '14', '12', '13', '17', '19', '17', '25', '14', '14', '14', '14', '12', '12', '12', '12', '13', '13', '13', '13', '26', '14', '12', '13', '17', '19', '17', '25', '14', '14', '14', '12', '12', '12', '13', '13', '13', '26', '14', '14', '12', '12', '13', '13', '17', '19', '17', '25', '14', '14', '14', '14', '12', '12', '12', '12', '13', '13', '13', '13', '26', '14', '12', '13', '17', '19', '17', '25', '14', '14', '14', '14', '12', '12', '12', '12', '13', '13', '13', '13', '26', '14', '12', '13', '17', '19', '17', '25', '14', '14', '14', '12', '12', '12', '13', '13', '13', '26', '14', '14', '12', '12', '13', '13', '17', '19', '17', '25', '14', '14', '14', '12', '12', '12', '13', '13', '13', '26', '14', '14', '12', '12', '13', '13', '17', '19', '17', '25', '14', '14', '12', '12', '13', '13', '26', '14', '14', '14', '12', '12', '12', '13', '13', '13', '17', '19', '17', '25', '14', '14', '14', '12', '12', '12', '13', '13', '13', '26', '14', '14', '12', '12', '13', '13']","[Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm_129,Ibsm_129,Ibsm_129,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm_129,Ibsm_129,Ibsm_129,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm_129,Ibsm_129,Ibsm_129,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm_129,Ibsm_129,Ibsm_129,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm_129,Ibsm_129,Ibsm_129,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm_129,Ibsm_129,Ibsm_129,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm_129,Ibsm_129,Ibsm_129,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm_129,Ibsm_129,Ibsm_129,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm_129,Ibsm_129,Ibsm_129,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm_129,Ibsm_129,Ibsm_129,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm_129,Ibsm_129,Ibsm_129,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm_129,Ibsm_129,Ibsm_129,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x[]_131,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130,Ibsm.x_130]","[Supports_451,Supports_451,Supports_451,Supports_451,Monitoring_430,Monitoring_430,Monitoring_430,Monitoring_430,Discovery_439,Discovery_439,Discovery_439,Discovery_439,Supports_451,Supports_451,Monitoring_430,Discovery_439,none_422,none_422,none_422,Sweep_432,Supports_451,Supports_451,Supports_451,Supports_451,Monitoring_430,Monitoring_430,Monitoring_430,Monitoring_430,Discovery_439,Discovery_439,Discovery_439,Discovery_439,Supports_451,Supports_451,Monitoring_430,Discovery_439,none_422,none_422,none_422,Sweep_432,Supports_451,Supports_451,Supports_451,Monitoring_430,Monitoring_430,Monitoring_430,Discovery_439,Discovery_439,Discovery_439,Supports_451,Supports_451,Supports_451,Monitoring_430,Monitoring_430,Discovery_439,Discovery_439,none_422,none_422,none_422,Sweep_432,Supports_451,Supports_451,Supports_451,Supports_451,Monitoring_430,Monitoring_430,Monitoring_430,Monitoring_430,Discovery_439,Discovery_439,Discovery_439,Discovery_439,Supports_451,Supports_451,Monitoring_430,Discovery_439,none_422,none_422,none_422,Sweep_432,Supports_451,Supports_451,Supports_451,Supports_451,Monitoring_430,Monitoring_430,Monitoring_430,Monitoring_430,Discovery_439,Discovery_439,Discovery_439,Discovery_439,Supports_451,Supports_451,Monitoring_430,Discovery_439,none_422,none_422,none_422,Sweep_432,Supports_451,Supports_451,Supports_451,Supports_451,Monitoring_430,Monitoring_430,Monitoring_430,Monitoring_430,Discovery_439,Discovery_439,Discovery_439,Discovery_439,Supports_451,Supports_451,Monitoring_430,Discovery_439,none_422,none_422,none_422,Sweep_432,Supports_451,Supports_451,Supports_451,Monitoring_430,Monitoring_430,Monitoring_430,Discovery_439,Discovery_439,Discovery_439,Supports_451,Supports_451,Supports_451,Monitoring_430,Monitoring_430,Discovery_439,Discovery_439,none_422,none_422,none_422,Sweep_432,Supports_451,Supports_451,Supports_451,Supports_451,Monitoring_430,Monitoring_430,Monitoring_430,Monitoring_430,Discovery_439,Discovery_439,Discovery_439,Discovery_439,Supports_451,Supports_451,Monitoring_430,Discovery_439,none_422,none_422,none_422,Sweep_432,Supports_451,Supports_451,Supports_451,Supports_451,Monitoring_430,Monitoring_430,Monitoring_430,Monitoring_430,Discovery_439,Discovery_439,Discovery_439,Discovery_439,Supports_451,Supports_451,Monitoring_430,Discovery_439,none_422,none_422,none_422,Sweep_432,Supports_451,Supports_451,Supports_451,Monitoring_430,Monitoring_430,Monitoring_430,Discovery_439,Discovery_439,Discovery_439,Supports_451,Supports_451,Supports_451,Monitoring_430,Monitoring_430,Discovery_439,Discovery_439,none_422,none_422,none_422,Sweep_432,Supports_451,Supports_451,Supports_451,Monitoring_430,Monitoring_430,Monitoring_430,Discovery_439,Discovery_439,Discovery_439,Supports_451,Supports_451,Supports_451,Monitoring_430,Monitoring_430,Discovery_439,Discovery_439,none_422,none_422,none_422,Sweep_432,Supports_451,Supports_451,Monitoring_430,Monitoring_430,Discovery_439,Discovery_439,Supports_451,Supports_451,Supports_451,Supports_451,Monitoring_430,Monitoring_430,Monitoring_430,Discovery_439,Discovery_439,Discovery_439,none_422,none_422,none_422,Sweep_432,Supports_451,Supports_451,Supports_451,Monitoring_430,Monitoring_430,Monitoring_430,Discovery_439,Discovery_439,Discovery_439,Supports_451,Supports_451,Supports_451,Monitoring_430,Monitoring_430,Discovery_439,Discovery_439]","[failed_719,failed_719,failed_719,failed_719,failed_694,failed_694,failed_694,failed_694,failed_704,failed_704,failed_704,failed_704,none_717,failed_719,failed_694,failed_704,none_683,none_684,none_683,none_697,failed_719,failed_719,failed_719,failed_719,failed_694,failed_694,failed_694,failed_694,failed_704,failed_704,failed_704,failed_704,none_717,failed_719,failed_694,failed_704,none_683,none_684,none_683,none_697,failed_719,failed_719,failed_719,failed_694,failed_694,failed_694,failed_704,failed_704,failed_704,none_717,failed_719,failed_719,failed_694,failed_694,failed_704,failed_704,none_683,none_684,none_683,none_697,failed_719,failed_719,failed_719,failed_719,failed_694,failed_694,failed_694,failed_694,failed_704,failed_704,failed_704,failed_704,none_717,failed_719,failed_694,failed_704,none_683,none_684,none_683,none_697,failed_719,failed_719,failed_719,failed_719,failed_694,failed_694,failed_694,failed_694,failed_704,failed_704,failed_704,failed_704,none_717,failed_719,failed_694,failed_704,none_683,none_684,none_683,none_697,failed_719,failed_719,failed_719,failed_719,failed_694,failed_694,failed_694,failed_694,failed_704,failed_704,failed_704,failed_704,none_717,failed_719,failed_694,failed_704,none_683,none_684,none_683,none_697,failed_719,failed_719,failed_719,failed_694,failed_694,failed_694,failed_704,failed_704,failed_704,none_717,failed_719,failed_719,failed_694,failed_694,failed_704,failed_704,none_683,none_684,none_683,none_697,failed_719,failed_719,failed_719,failed_719,failed_694,failed_694,failed_694,failed_694,failed_704,failed_704,failed_704,failed_704,none_717,failed_719,failed_694,failed_704,none_683,none_684,none_683,none_697,failed_719,failed_719,failed_719,failed_719,failed_694,failed_694,failed_694,failed_694,failed_704,failed_704,failed_704,failed_704,none_717,failed_719,failed_694,failed_704,none_683,none_684,none_683,none_697,failed_719,failed_719,failed_719,failed_694,failed_694,failed_694,failed_704,failed_704,failed_704,none_717,failed_719,failed_719,failed_694,failed_694,failed_704,failed_704,none_683,none_684,none_683,none_697,failed_719,failed_719,failed_719,failed_694,failed_694,failed_694,failed_704,failed_704,failed_704,none_717,failed_719,failed_719,failed_694,failed_694,failed_704,failed_704,none_683,none_684,none_683,none_697,failed_719,failed_719,failed_694,failed_694,failed_704,failed_704,none_717,failed_719,failed_719,failed_719,failed_694,failed_694,failed_694,failed_704,failed_704,failed_704,none_683,none_684,none_683,none_697,failed_719,failed_719,failed_719,failed_694,failed_694,failed_694,failed_704,failed_704,failed_704,none_717,failed_719,failed_719,failed_694,failed_694,failed_704,failed_704]"
25,89983,"['10', '2', '9', '2', '10', '2', '9', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748]","[normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082]"
26,60116,"['10', '2', '9', '2', '10', '2', '9', '2', '10', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748]","[normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082]"
27,91566,"['9', '2', '10', '2', '9', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748]","[none_526,none_1082,normal_525,none_1082,none_526,none_1082]"
28,79754,"['144', '145', '145', '144', '146', '146', '148', '149', '148', '149']","[Sshd_228,Sshd_228,Sshd_228,Sshd_228,Sshd_228,Sshd_228,Sshd_228,Sshd_228,Sshd_228,Sshd_228]","[Register_782,RunningOn_780,RunningOn_780,Register_782,Authenticated_774,Authenticated_774,Register_760,Register_760,Register_760,Register_760]","[none_1130,none_1127,none_1127,none_1130,none_1120,none_1120,closed_1103,none_1102,closed_1103,none_1102]"
29,84178,"['40', '48', '40', '40', '48', '40', '40', '48', '18', '18']","[Dhcpd_106,Dhcpd_106,Dhcpd_106,Dhcpd_106,Dhcpd_106,Dhcpd_106,Dhcpd_106,Dhcpd_106,Ntpd_178,Ntpd_178]","[none_368,Dhcprequest_373,none_368,none_368,Dhcprequest_373,none_368,none_368,Dhcprequest_373,Synchronized_589,Synchronized_589]","[no free leases_615,unknown_623,no free leases_615,no free leases_615,unknown_623,no free leases_615,no free leases_615,unknown_623,none_897,none_897]"
30,93603,"['1', '8', '29', '42', '4', '45', '46']","[User_80,Crond_94,Sendmail_222,Sendmail_222,User_80,Sendmail_222,Sendmail_222]","[Opened_309,Register_340,Retrying_704,UnableToQualifyDomainName_719,Register_307,SendingEmail_715,Start_709]","[none_545,none_582,unknown_1029,error_1048,none_543,none_1044,deferred_1035]"
31,94987,"['1', '8', '29', '42', '4', '45', '46']","[User_80,Crond_94,Sendmail_222,Sendmail_222,User_80,Sendmail_222,Sendmail_222]","[Opened_309,Register_340,Retrying_704,UnableToQualifyDomainName_719,Register_307,SendingEmail_715,Start_709]","[none_545,none_582,unknown_1029,error_1048,none_543,none_1044,deferred_1035]"
32,31358,"['4', '1', '8']","[User_80,User_80,Crond_94]","[Register_307,Opened_309,Register_340]","[none_543,none_545,none_582]"
33,71967,"['4', '1', '8']","[User_80,User_80,Crond_94]","[Register_307,Opened_309,Register_340]","[none_543,none_545,none_582]"
