seq_id,seq,entity_nodes_for_logkeys,action_nodes_for_logkeys,status_nodes_for_logkeys
281478,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]","[block blk_6,NameSystem_2,block blk_6,block blk_6,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,NameSystem_2,NameSystem_2,NameSystem_2,blk_4,blk_4,blk_4,block blk file_7,block blk file_7,block blk file_7]","[receiving_28,allocate_4,receiving_28,receiving_28,none_22,writing_23,none_22,writing_23,none_22,writing_23,add_3,add_3,add_3,delete_24,delete_24,delete_24,deleting_34,deleting_34,deleting_34]","[none_40,none_4,none_40,none_40,none_31,none_32,none_31,none_32,none_31,none_32,updated_3,updated_3,updated_3,invalid_34,invalid_34,invalid_34,none_46,none_46,none_46]"
129132,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 6, 6, 6, 5, 5, 5]","[NameSystem_2,block blk_6,block blk_6,block blk_6,NameSystem_2,NameSystem_2,NameSystem_2,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,/_0,blk_4,blk_4,blk_4,block blk file_7,block blk file_7,block blk file_7]","[allocate_4,receiving_28,receiving_28,receiving_28,add_3,add_3,add_3,none_22,writing_23,none_22,writing_23,none_22,writing_23,transfer_13,transfer_13,transfer_13,transfer_13,transfer_13,transfer_13,transfer_13,transfer_13,transfer_13,transfer_13,transfer_13,transfer_13,transfer_13,transfer_13,transfer_13,serving_0,delete_24,delete_24,delete_24,deleting_34,deleting_34,deleting_34]","[none_4,none_40,none_40,none_40,updated_3,updated_3,updated_3,none_31,none_32,none_31,none_32,none_31,none_32,exception_21,exception_21,exception_21,exception_21,exception_21,exception_21,exception_21,exception_21,exception_21,exception_21,exception_21,exception_21,exception_21,exception_21,exception_21,none_0,invalid_34,invalid_34,invalid_34,none_46,none_46,none_46]"
569409,"[1, 7, 1, 1, 3, 4, 2, 3, 4, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5]","[block blk_6,NameSystem_2,block blk_6,block blk_6,blk_4,blk_4,NameSystem_2,blk_4,blk_4,blk_4,blk_4,NameSystem_2,NameSystem_2,blk_4,blk_4,blk_4,block blk file_7,block blk file_7,block blk file_7]","[receiving_28,allocate_4,receiving_28,receiving_28,none_22,writing_23,add_3,none_22,writing_23,none_22,writing_23,add_3,add_3,delete_24,delete_24,delete_24,deleting_34,deleting_34,deleting_34]","[none_40,none_4,none_40,none_40,none_31,none_32,updated_3,none_31,none_32,none_31,none_32,updated_3,updated_3,invalid_34,invalid_34,invalid_34,none_46,none_46,none_46]"
514052,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 2, 3, 4, 2]","[block blk_6,block blk_6,block blk_6,NameSystem_2,blk_4,blk_4,blk_4,blk_4,NameSystem_2,NameSystem_2,blk_4,blk_4,NameSystem_2]","[receiving_28,receiving_28,receiving_28,allocate_4,none_22,writing_23,none_22,writing_23,add_3,add_3,none_22,writing_23,add_3]","[none_40,none_40,none_40,none_4,none_31,none_32,none_31,none_32,updated_3,updated_3,none_31,none_32,updated_3]"
390624,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]","[block blk_6,block blk_6,block blk_6,NameSystem_2,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,NameSystem_2,NameSystem_2,NameSystem_2,blk_4,blk_4,blk_4,block blk file_7,block blk file_7,block blk file_7]","[receiving_28,receiving_28,receiving_28,allocate_4,none_22,writing_23,none_22,writing_23,none_22,writing_23,add_3,add_3,add_3,delete_24,delete_24,delete_24,deleting_34,deleting_34,deleting_34]","[none_40,none_40,none_40,none_4,none_31,none_32,none_31,none_32,none_31,none_32,updated_3,updated_3,updated_3,invalid_34,invalid_34,invalid_34,none_46,none_46,none_46]"
471177,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]","[block blk_6,block blk_6,block blk_6,NameSystem_2,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,NameSystem_2,NameSystem_2,NameSystem_2]","[receiving_28,receiving_28,receiving_28,allocate_4,none_22,writing_23,none_22,writing_23,none_22,writing_23,add_3,add_3,add_3]","[none_40,none_40,none_40,none_4,none_31,none_32,none_31,none_32,none_31,none_32,updated_3,updated_3,updated_3]"
70403,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 8, 8, 8, 8, 8, 8, 8, 8, 6, 6, 6, 5, 5, 5]","[NameSystem_2,block blk_6,block blk_6,block blk_6,NameSystem_2,NameSystem_2,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,NameSystem_2,/_0,/_0,/_0,/_0,/_0,/_0,/_0,/_0,blk_4,blk_4,blk_4,block blk file_7,block blk file_7,block blk file_7]","[allocate_4,receiving_28,receiving_28,receiving_28,add_3,add_3,none_22,writing_23,none_22,writing_23,none_22,writing_23,add_3,serving_0,serving_0,serving_0,serving_0,serving_0,serving_0,serving_0,serving_0,delete_24,delete_24,delete_24,deleting_34,deleting_34,deleting_34]","[none_4,none_40,none_40,none_40,updated_3,updated_3,none_31,none_32,none_31,none_32,none_31,none_32,updated_3,none_0,none_0,none_0,none_0,none_0,none_0,none_0,none_0,invalid_34,invalid_34,invalid_34,none_46,none_46,none_46]"
12294,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 9, 8, 10, 10, 6, 6, 6, 5, 5, 5]","[NameSystem_2,block blk_6,block blk_6,block blk_6,NameSystem_2,NameSystem_2,NameSystem_2,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,/_0,blk_4,blk_4,blk_4,blk_4,blk_4,block blk file_7,block blk file_7,block blk file_7]","[allocate_4,receiving_28,receiving_28,receiving_28,add_3,add_3,add_3,none_22,writing_23,none_22,writing_23,none_22,writing_23,transfer_13,transfer_13,serving_0,verification_25,verification_25,delete_24,delete_24,delete_24,deleting_34,deleting_34,deleting_34]","[none_4,none_40,none_40,none_40,updated_3,updated_3,updated_3,none_31,none_32,none_31,none_32,none_31,none_32,exception_21,exception_21,none_0,successful_35,successful_35,invalid_34,invalid_34,invalid_34,none_46,none_46,none_46]"
36067,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 9, 9, 8, 9, 6, 6, 6, 5, 5, 5]","[block blk_6,block blk_6,block blk_6,NameSystem_2,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,NameSystem_2,NameSystem_2,NameSystem_2,blk_4,blk_4,/_0,blk_4,blk_4,blk_4,blk_4,block blk file_7,block blk file_7,block blk file_7]","[receiving_28,receiving_28,receiving_28,allocate_4,none_22,writing_23,none_22,writing_23,none_22,writing_23,add_3,add_3,add_3,transfer_13,transfer_13,serving_0,transfer_13,delete_24,delete_24,delete_24,deleting_34,deleting_34,deleting_34]","[none_40,none_40,none_40,none_4,none_31,none_32,none_31,none_32,none_31,none_32,updated_3,updated_3,updated_3,exception_21,exception_21,none_0,exception_21,invalid_34,invalid_34,invalid_34,none_46,none_46,none_46]"
141551,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5]","[block blk_6,block blk_6,block blk_6,NameSystem_2,blk_4,blk_4,blk_4,blk_4,NameSystem_2,blk_4,blk_4,NameSystem_2,NameSystem_2,blk_4,blk_4,blk_4,block blk file_7,block blk file_7,block blk file_7]","[receiving_28,receiving_28,receiving_28,allocate_4,none_22,writing_23,none_22,writing_23,add_3,none_22,writing_23,add_3,add_3,delete_24,delete_24,delete_24,deleting_34,deleting_34,deleting_34]","[none_40,none_40,none_40,none_4,none_31,none_32,none_31,none_32,updated_3,none_31,none_32,updated_3,updated_3,invalid_34,invalid_34,invalid_34,none_46,none_46,none_46]"
33181,"[1, 7, 1, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2, 9, 8, 9, 10, 6, 6, 6, 5, 5, 5]","[block blk_6,NameSystem_2,block blk_6,block blk_6,blk_4,blk_4,blk_4,blk_4,NameSystem_2,NameSystem_2,blk_4,blk_4,NameSystem_2,blk_4,/_0,blk_4,blk_4,blk_4,blk_4,blk_4,block blk file_7,block blk file_7,block blk file_7]","[receiving_28,allocate_4,receiving_28,receiving_28,none_22,writing_23,none_22,writing_23,add_3,add_3,none_22,writing_23,add_3,transfer_13,serving_0,transfer_13,verification_25,delete_24,delete_24,delete_24,deleting_34,deleting_34,deleting_34]","[none_40,none_4,none_40,none_40,none_31,none_32,none_31,none_32,updated_3,updated_3,none_31,none_32,updated_3,exception_21,none_0,exception_21,successful_35,invalid_34,invalid_34,invalid_34,none_46,none_46,none_46]"
272589,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]","[block blk_6,block blk_6,NameSystem_2,block blk_6,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,NameSystem_2,NameSystem_2,NameSystem_2,blk_4,blk_4,blk_4,block blk file_7,block blk file_7,block blk file_7]","[receiving_28,receiving_28,allocate_4,receiving_28,none_22,writing_23,none_22,writing_23,none_22,writing_23,add_3,add_3,add_3,delete_24,delete_24,delete_24,deleting_34,deleting_34,deleting_34]","[none_40,none_40,none_4,none_40,none_31,none_32,none_31,none_32,none_31,none_32,updated_3,updated_3,updated_3,invalid_34,invalid_34,invalid_34,none_46,none_46,none_46]"
566036,"[1, 1, 1, 7, 3, 4, 2, 2, 3, 4, 3, 4, 2, 6, 6, 6, 5, 5, 5]","[block blk_6,block blk_6,block blk_6,NameSystem_2,blk_4,blk_4,NameSystem_2,NameSystem_2,blk_4,blk_4,blk_4,blk_4,NameSystem_2,blk_4,blk_4,blk_4,block blk file_7,block blk file_7,block blk file_7]","[receiving_28,receiving_28,receiving_28,allocate_4,none_22,writing_23,add_3,add_3,none_22,writing_23,none_22,writing_23,add_3,delete_24,delete_24,delete_24,deleting_34,deleting_34,deleting_34]","[none_40,none_40,none_40,none_4,none_31,none_32,updated_3,updated_3,none_31,none_32,none_31,none_32,updated_3,invalid_34,invalid_34,invalid_34,none_46,none_46,none_46]"
133454,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 6, 6, 6, 5, 5, 5]","[NameSystem_2,block blk_6,block blk_6,block blk_6,NameSystem_2,NameSystem_2,NameSystem_2,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,/_0,blk_4,blk_4,blk_4,blk_4,block blk file_7,block blk file_7,block blk file_7]","[allocate_4,receiving_28,receiving_28,receiving_28,add_3,add_3,add_3,none_22,writing_23,none_22,writing_23,none_22,writing_23,transfer_13,serving_0,transfer_13,delete_24,delete_24,delete_24,deleting_34,deleting_34,deleting_34]","[none_4,none_40,none_40,none_40,updated_3,updated_3,updated_3,none_31,none_32,none_31,none_32,none_31,none_32,exception_21,none_0,exception_21,invalid_34,invalid_34,invalid_34,none_46,none_46,none_46]"
50257,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 6, 6, 6, 5, 5, 5]","[NameSystem_2,block blk_6,block blk_6,block blk_6,NameSystem_2,NameSystem_2,NameSystem_2,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,block blk file_7,block blk file_7,block blk file_7]","[allocate_4,receiving_28,receiving_28,receiving_28,add_3,add_3,add_3,none_22,writing_23,none_22,writing_23,none_22,writing_23,delete_24,delete_24,delete_24,deleting_34,deleting_34,deleting_34]","[none_4,none_40,none_40,none_40,updated_3,updated_3,updated_3,none_31,none_32,none_31,none_32,none_31,none_32,invalid_34,invalid_34,invalid_34,none_46,none_46,none_46]"
279961,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 5]","[block blk_6,block blk_6,block blk_6,NameSystem_2,blk_4,blk_4,blk_4,blk_4,NameSystem_2,NameSystem_2,blk_4,blk_4,NameSystem_2,blk_4,blk_4,blk_4,block blk file_7,block blk file_7,block blk file_7]","[receiving_28,receiving_28,receiving_28,allocate_4,none_22,writing_23,none_22,writing_23,add_3,add_3,none_22,writing_23,add_3,delete_24,delete_24,delete_24,deleting_34,deleting_34,deleting_34]","[none_40,none_40,none_40,none_4,none_31,none_32,none_31,none_32,updated_3,updated_3,none_31,none_32,updated_3,invalid_34,invalid_34,invalid_34,none_46,none_46,none_46]"
127559,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 6, 6, 6, 5, 5, 5]","[NameSystem_2,block blk_6,block blk_6,block blk_6,NameSystem_2,NameSystem_2,NameSystem_2,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,/_0,blk_4,blk_4,blk_4,blk_4,block blk file_7,block blk file_7,block blk file_7]","[allocate_4,receiving_28,receiving_28,receiving_28,add_3,add_3,add_3,none_22,writing_23,none_22,writing_23,none_22,writing_23,transfer_13,serving_0,transfer_13,delete_24,delete_24,delete_24,deleting_34,deleting_34,deleting_34]","[none_4,none_40,none_40,none_40,updated_3,updated_3,updated_3,none_31,none_32,none_31,none_32,none_31,none_32,exception_21,none_0,exception_21,invalid_34,invalid_34,invalid_34,none_46,none_46,none_46]"
20399,"[7, 1, 1, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2, 9, 9, 8, 6, 6, 6, 5, 5, 5]","[NameSystem_2,block blk_6,block blk_6,block blk_6,blk_4,blk_4,blk_4,blk_4,NameSystem_2,NameSystem_2,blk_4,blk_4,NameSystem_2,blk_4,blk_4,/_0,blk_4,blk_4,blk_4,block blk file_7,block blk file_7,block blk file_7]","[allocate_4,receiving_28,receiving_28,receiving_28,none_22,writing_23,none_22,writing_23,add_3,add_3,none_22,writing_23,add_3,transfer_13,transfer_13,serving_0,delete_24,delete_24,delete_24,deleting_34,deleting_34,deleting_34]","[none_4,none_40,none_40,none_40,none_31,none_32,none_31,none_32,updated_3,updated_3,none_31,none_32,updated_3,exception_21,exception_21,none_0,invalid_34,invalid_34,invalid_34,none_46,none_46,none_46]"
143539,"[1, 1, 7, 1, 3, 4, 2, 2, 3, 4, 3, 4, 2, 6, 6, 6, 5, 5, 5]","[block blk_6,block blk_6,NameSystem_2,block blk_6,blk_4,blk_4,NameSystem_2,NameSystem_2,blk_4,blk_4,blk_4,blk_4,NameSystem_2,blk_4,blk_4,blk_4,block blk file_7,block blk file_7,block blk file_7]","[receiving_28,receiving_28,allocate_4,receiving_28,none_22,writing_23,add_3,add_3,none_22,writing_23,none_22,writing_23,add_3,delete_24,delete_24,delete_24,deleting_34,deleting_34,deleting_34]","[none_40,none_40,none_4,none_40,none_31,none_32,updated_3,updated_3,none_31,none_32,none_31,none_32,updated_3,invalid_34,invalid_34,invalid_34,none_46,none_46,none_46]"
147496,"[1, 7, 1, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2, 8, 8, 9, 8, 9, 8, 6, 6, 6, 5, 5, 5]","[block blk_6,NameSystem_2,block blk_6,block blk_6,blk_4,blk_4,blk_4,blk_4,NameSystem_2,NameSystem_2,blk_4,blk_4,NameSystem_2,/_0,/_0,blk_4,/_0,blk_4,/_0,blk_4,blk_4,blk_4,block blk file_7,block blk file_7,block blk file_7]","[receiving_28,allocate_4,receiving_28,receiving_28,none_22,writing_23,none_22,writing_23,add_3,add_3,none_22,writing_23,add_3,serving_0,serving_0,transfer_13,serving_0,transfer_13,serving_0,delete_24,delete_24,delete_24,deleting_34,deleting_34,deleting_34]","[none_40,none_4,none_40,none_40,none_31,none_32,none_31,none_32,updated_3,updated_3,none_31,none_32,updated_3,none_0,none_0,exception_21,none_0,exception_21,none_0,invalid_34,invalid_34,invalid_34,none_46,none_46,none_46]"
452813,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]","[block blk_6,block blk_6,block blk_6,NameSystem_2,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,NameSystem_2,NameSystem_2,NameSystem_2,blk_4,blk_4,blk_4,block blk file_7,block blk file_7,block blk file_7]","[receiving_28,receiving_28,receiving_28,allocate_4,none_22,writing_23,none_22,writing_23,none_22,writing_23,add_3,add_3,add_3,delete_24,delete_24,delete_24,deleting_34,deleting_34,deleting_34]","[none_40,none_40,none_40,none_4,none_31,none_32,none_31,none_32,none_31,none_32,updated_3,updated_3,updated_3,invalid_34,invalid_34,invalid_34,none_46,none_46,none_46]"
351004,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]","[block blk_6,block blk_6,block blk_6,NameSystem_2,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,NameSystem_2,NameSystem_2,NameSystem_2]","[receiving_28,receiving_28,receiving_28,allocate_4,none_22,writing_23,none_22,writing_23,none_22,writing_23,add_3,add_3,add_3]","[none_40,none_40,none_40,none_4,none_31,none_32,none_31,none_32,none_31,none_32,updated_3,updated_3,updated_3]"
435149,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]","[block blk_6,block blk_6,NameSystem_2,block blk_6,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,NameSystem_2,NameSystem_2,NameSystem_2,blk_4,blk_4,blk_4,block blk file_7,block blk file_7,block blk file_7]","[receiving_28,receiving_28,allocate_4,receiving_28,none_22,writing_23,none_22,writing_23,none_22,writing_23,add_3,add_3,add_3,delete_24,delete_24,delete_24,deleting_34,deleting_34,deleting_34]","[none_40,none_40,none_4,none_40,none_31,none_32,none_31,none_32,none_31,none_32,updated_3,updated_3,updated_3,invalid_34,invalid_34,invalid_34,none_46,none_46,none_46]"
109901,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 9, 8, 9, 10, 10, 10, 6, 6, 6, 5, 5, 5]","[NameSystem_2,block blk_6,block blk_6,block blk_6,NameSystem_2,NameSystem_2,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,NameSystem_2,blk_4,/_0,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,block blk file_7,block blk file_7,block blk file_7]","[allocate_4,receiving_28,receiving_28,receiving_28,add_3,add_3,none_22,writing_23,none_22,writing_23,none_22,writing_23,add_3,transfer_13,serving_0,transfer_13,verification_25,verification_25,verification_25,delete_24,delete_24,delete_24,deleting_34,deleting_34,deleting_34]","[none_4,none_40,none_40,none_40,updated_3,updated_3,none_31,none_32,none_31,none_32,none_31,none_32,updated_3,exception_21,none_0,exception_21,successful_35,successful_35,successful_35,invalid_34,invalid_34,invalid_34,none_46,none_46,none_46]"
435047,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]","[block blk_6,block blk_6,block blk_6,NameSystem_2,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,NameSystem_2,NameSystem_2,NameSystem_2,blk_4,blk_4,blk_4,block blk file_7,block blk file_7,block blk file_7]","[receiving_28,receiving_28,receiving_28,allocate_4,none_22,writing_23,none_22,writing_23,none_22,writing_23,add_3,add_3,add_3,delete_24,delete_24,delete_24,deleting_34,deleting_34,deleting_34]","[none_40,none_40,none_40,none_4,none_31,none_32,none_31,none_32,none_31,none_32,updated_3,updated_3,updated_3,invalid_34,invalid_34,invalid_34,none_46,none_46,none_46]"
332377,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2]","[block blk_6,block blk_6,NameSystem_2,block blk_6,blk_4,blk_4,blk_4,blk_4,blk_4,blk_4,NameSystem_2,NameSystem_2,NameSystem_2]","[receiving_28,receiving_28,allocate_4,receiving_28,none_22,writing_23,none_22,writing_23,none_22,writing_23,add_3,add_3,add_3]","[none_40,none_40,none_4,none_40,none_31,none_32,none_31,none_32,none_31,none_32,updated_3,updated_3,updated_3]"
